Geneid	Length	pm_1_cyto	pm_2_cyto	pm_3_cyto	pp_1	pp_1_cyto	pp_2	pp_2_cyto	pp_3	pp_3_cyto
KAZN	13860	39	41	28	50	87	55	25	46	34
RNU6-1265P	103	0	0	0	0	0	0	0	0	0
ENSG00000231606	1549	0	0	0	0	0	0	0	0	0
KAZN-AS1	2858	0	0	0	0	1	0	0	0	0
TBCAP2	326	0	0	0	0	0	0	0	0	0
ENSG00000287756	1453	0	0	0	0	0	0	0	0	0
TMEM51-AS1	11973	5	2	1	0	7	0	3	0	0
TMEM51	2238	11	17	7	49	41	43	18	51	7
TMEM51-AS2	559	1	0	1	2	0	1	0	1	0
MFFP1	710	0	0	0	0	0	0	0	0	0
ZBTB2P1	966	0	0	0	0	0	0	1	0	0
FHAD1	13296	30	34	19	42	56	36	24	45	21
FHAD1-AS1	3105	0	0	1	0	0	0	1	0	0
ENSG00000236045	727	0	0	0	1	0	0	0	0	0
ENSG00000228140	5178	3	1	0	2	4	6	3	1	0
EFHD2	2534	110	100	79	228	166	239	112	182	83
CTRC	3483	0	0	1	1	1	0	2	0	0
CELA2A	1519	1	3	0	0	1	0	0	1	0
CELA2B	1449	0	2	0	0	0	0	1	2	1
CASP9	5269	47	51	34	19	117	28	44	21	43
DNAJC16	8563	86	73	55	99	196	79	89	77	58
SCARNA21B	140	0	0	0	0	2	0	0	0	0
ENSG00000272510	346	0	0	0	0	0	0	1	0	0
AGMAT	3095	4	4	2	8	8	7	3	10	2
ENSG00000237301	2845	19	14	15	13	5	3	13	12	6
CHCHD2P6	447	9	20	2	3	4	7	11	2	4
RNU7-179P	68	0	0	0	0	0	0	0	1	0
CD24P1	225	0	0	0	0	0	0	0	0	0
DDI2	12178	239	206	133	105	356	142	151	115	129
RSC1A1	2321	0	0	0	0	0	0	0	0	0
ENSG00000271742	256	0	0	0	0	2	0	3	0	0
PLEKHM2	4134	234	204	148	226	447	248	227	173	157
ENSG00000237938	1533	12	17	11	2	18	0	11	1	10
SLC25A34	3338	0	0	0	2	1	0	1	2	0
SLC25A34-AS1	642	0	0	0	1	1	2	1	7	0
TMEM82	1443	0	0	0	0	0	0	0	0	0
FBLIM1	4351	116	100	55	147	217	148	90	136	63
RPL12P14	490	23	21	10	13	10	9	16	10	16
UQCRHL	2180	582	565	372	140	87	119	493	123	350
ENSG00000178715	438	8	12	7	7	2	2	4	1	8
FLJ37453	2473	258	257	204	1696	152	1544	204	1392	120
SPEN	14336	1333	1139	914	1014	2595	947	1136	805	983
ENSG00000270620	211	0	0	0	0	1	0	0	0	0
ZBTB17	4240	268	283	186	110	345	113	235	105	182
ENSG00000234607	563	0	0	0	0	0	0	1	0	0
ENSG00000231353	260	0	0	0	0	0	0	0	0	0
ENSG00000275503	236	0	0	0	0	0	0	0	0	0
TBC1D3P6	962	0	0	0	0	0	0	0	0	0
SRARP	3039	0	1	0	1	0	0	0	0	0
ENSG00000233078	466	0	0	0	0	0	0	0	0	0
HSPB7	3193	2	1	0	1	1	0	2	0	1
CLCNKA	3476	2	0	1	2	4	0	4	5	0
ENSG00000232456	704	0	0	1	0	0	0	0	0	0
CLCNKB	5887	7	11	14	6	33	7	15	5	8
FAM131C	1720	16	13	12	10	22	16	14	8	10
EPHA2	4141	35	26	22	14	88	27	36	22	27
ENSG00000227959	1758	1	2	1	0	7	3	1	1	1
ENSG00000224621	544	1	0	1	0	1	0	0	0	0
ARHGEF19-AS1	439	0	0	0	0	0	0	0	0	0
ARHGEF19	3788	14	9	11	6	33	7	16	3	4
ANO7L1	2480	3	8	1	12	5	5	9	11	4
ENSG00000288398	2662	169	180	116	11	47	14	138	4	97
CPLANE2	1574	15	23	15	14	19	19	14	9	10
MT1XP1	186	10	3	7	2	14	5	1	3	5
FBXO42	9009	207	212	141	202	435	263	223	216	160
SZRD1	4742	397	357	259	822	549	882	353	721	282
RPL22P3	381	1	0	2	1	0	1	1	0	0
SPATA21	4506	1	0	0	1	2	1	1	2	1
NECAP2	5510	747	648	376	654	431	592	544	571	415
LINC01772	3245	1	4	0	3	7	0	3	2	1
CROCCP3	6905	11	14	6	2	25	0	13	0	8
RNU1-1	164	1	1	0	1	0	0	0	0	0
ENSG00000261135	1110	2	9	4	5	25	4	5	6	3
ENSG00000285853	1558	1	0	0	0	0	0	1	0	0
ENSG00000224174	327	0	0	0	0	0	0	0	0	0
LINC01783	1548	4	1	1	2	0	0	1	6	1
RNU1-6P	144	0	0	0	0	0	0	0	0	0
PDE4DIPP8	882	0	0	0	0	0	0	0	0	0
NBPF1	12212	659	568	355	243	363	204	423	230	359
ENSG00000271732	339	1	0	1	0	0	1	0	1	1
CROCCP2	5606	445	367	360	235	634	237	410	189	279
ENSG00000283773	166	0	0	0	0	0	0	0	0	0
MST1P2	2291	5	8	4	1	10	0	3	0	2
ENSG00000282143	817	0	0	1	0	0	3	0	0	0
RNU1-3	164	0	0	0	0	0	0	0	0	0
ENSG00000280114	1351	0	0	2	0	0	0	0	1	1
EIF1AXP1	435	9	10	6	9	12	21	4	18	2
ESPNP	4903	0	1	0	1	0	2	0	0	1
ENSG00000279151	406	0	0	0	0	0	0	0	0	0
ENSG00000282740	819	0	0	0	1	0	0	0	0	0
CROCC	8875	31	33	17	16	55	26	46	18	32
CROCCP4	762	0	0	0	0	0	2	3	2	0
RNU1-4	164	0	0	0	0	1	0	0	0	0
MST1L	5298	0	0	4	0	4	3	4	0	0
ENSG00000223643	837	0	0	0	0	0	0	0	0	0
PDE4DIPP9	882	0	0	0	0	0	0	0	0	0
MIR3675	73	0	0	0	0	0	0	0	0	0
ENSG00000228549	3293	1	1	2	7	2	7	5	6	1
RNU1-5P	144	0	0	0	0	0	0	0	0	0
ENSG00000238142	2149	1	1	1	0	1	0	0	1	0
ENSG00000235241	508	0	0	0	0	0	0	0	0	0
RNU1-2	164	0	0	0	0	0	0	1	1	0
ENSG00000272426	438	22	30	17	2	9	13	17	10	17
MFAP2	2712	561	481	284	265	328	336	428	259	295
ENSG00000286898	385	1	0	0	0	0	2	0	0	0
ENSG00000226526	636	0	1	0	0	1	0	0	0	0
ATP13A2	5253	83	70	71	8	236	12	80	8	82
ENSG00000288636	312	0	0	0	0	0	0	0	0	0
SDHB	2324	546	569	388	834	1591	1566	487	1173	389
PADI2	6000	27	37	44	17	64	27	49	9	29
LINC02783	4676	0	0	0	0	0	1	2	0	0
ENSG00000282843	1228	0	0	0	0	0	0	0	0	0
PADI1	4903	0	0	1	1	0	1	0	2	0
PADI3	3189	15	9	11	9	11	8	5	2	13
MIR3972	87	0	0	0	0	0	0	0	0	0
PADI4	2971	4	1	3	10	1	8	2	6	0
PADI6	2396	0	0	0	0	0	1	0	0	0
RCC2-AS1	311	0	0	0	0	0	0	0	0	0
RCC2	4079	265	243	193	345	710	341	247	341	207
ARHGEF10L	7954	11	24	13	22	66	29	25	15	13
LINC02810	1328	0	0	0	7	0	1	0	0	0
ACTL8	1844	0	0	0	0	0	0	1	0	1
ENSG00000284653	2013	0	0	0	0	0	0	0	0	0
LINC01654	2471	0	0	0	0	0	0	0	0	0
IGSF21	3033	5	2	3	1	3	2	2	0	5
ENSG00000280222	6473	1	1	0	1	0	0	0	0	0
IGSF21-AS1	430	0	0	0	0	0	0	0	0	0
ENSG00000225387	491	0	0	0	0	0	0	0	0	0
KLHDC7A	5045	0	0	0	0	0	1	0	2	1
DYNLL1P3	266	0	0	0	0	0	0	0	1	0
ENSG00000225478	223	0	0	0	0	0	0	0	0	0
PAX7	6473	12	3	5	16	22	17	9	9	6
TAS1R2	2542	0	0	0	0	0	0	1	0	0
ALDH4A1	3632	37	52	30	23	82	23	38	28	36
MIR4695	74	0	0	0	0	0	0	0	0	0
MIR1290	78	0	0	0	0	0	0	0	0	0
IFFO2	6179	24	26	15	52	33	30	22	44	15
ENSG00000272084	3402	8	3	2	4	11	5	0	8	2
UBR4	24661	1243	1097	812	177	1808	145	806	205	727
EMC1-AS1	750	19	16	11	38	14	63	14	36	6
EMC1	15030	233	210	158	42	443	52	191	39	172
MRTO4	2556	1364	1514	499	722	609	859	499	732	431
ENSG00000286064	339	1	2	0	0	1	1	1	1	0
AKR7L	2768	9	9	5	1	9	1	6	4	4
AKR7A3	1215	11	10	3	2	13	2	6	1	8
ENSG00000270728	525	13	6	10	2	21	0	10	2	8
AKR7A2	1779	1637	2013	707	355	1232	386	804	336	648
RNU6-1099P	107	0	0	1	0	1	0	0	0	0
SLC66A1	2686	72	73	46	143	125	176	50	82	52
CAPZB	19094	1482	1464	774	1094	1228	1274	1144	999	944
RN7SL277P	288	1	0	0	0	0	0	0	0	0
MICOS10	5480	2348	2133	1254	581	605	930	1506	581	1068
RNU4-28P	141	0	0	0	0	0	0	0	0	0
ENSG00000235185	207	2	0	1	1	0	3	2	1	0
NBL1	3448	44	41	27	82	68	80	57	74	31
MICOS10-NBL1	1276	0	0	0	0	0	0	0	0	2
ENSG00000226396	455	195	183	142	33	57	51	158	37	128
HTR6	3800	17	15	9	15	34	10	16	4	22
TMCO4	4027	20	25	19	30	42	22	25	19	10
RNF186	1255	0	0	0	0	0	0	0	0	0
ENSG00000235434	447	0	0	0	0	0	0	0	0	0
OTUD3	6885	150	178	108	96	262	97	139	72	124
PLA2G2E	785	0	0	0	0	0	0	0	0	0
RN7SL304P	301	0	0	0	0	0	0	0	0	0
PLA2G2A	1632	1	0	0	0	0	0	0	0	0
PLA2G5	3342	0	0	0	0	0	1	0	0	1
PLA2G2D	2681	0	0	0	0	0	0	0	0	0
PLA2G2F	6438	0	0	0	0	0	0	0	0	0
ENSG00000227066	2930	0	0	1	0	0	2	1	0	1
PLA2G2C	3855	3	2	0	7	1	10	0	5	0
UBXN10	5562	0	1	0	0	0	0	0	0	0
LINC01757	646	0	0	0	0	0	0	0	0	0
ENSG00000284710	1639	0	0	0	0	0	0	0	0	0
VWA5B1	11045	4	3	3	0	4	1	4	3	1
ENSG00000226664	229	0	0	0	0	0	1	0	0	0
LINC01141	4600	0	0	0	0	0	0	0	0	0
ENSG00000226487	376	0	0	0	0	0	0	0	0	0
ENSG00000284641	1340	0	0	0	0	0	0	0	0	0
ENSG00000284743	674	0	0	0	0	0	0	0	0	0
CAMK2N1	2605	75	55	55	236	249	262	67	212	64
ENSG00000289402	728	2	0	0	0	1	0	0	0	0
MUL1	2428	277	249	173	188	373	147	217	160	212
RPS4XP4	763	2	1	1	0	0	0	0	0	0
FAM43B	2448	9	9	13	13	9	24	9	11	8
CDA	820	103	108	35	39	38	58	44	33	48
PINK1	4833	73	70	56	243	100	180	71	171	45
MIR6084	110	0	0	0	0	0	0	0	0	0
PINK1-AS	4443	1	6	2	1	4	2	4	2	1
DDOST	2721	729	657	684	223	2628	416	851	381	676
KIF17	4470	43	62	46	6	126	21	45	12	53
ENSG00000235432	479	1	0	0	0	1	0	4	0	0
SH2D5	4487	22	32	13	0	25	5	10	3	17
ENSG00000233069	299	2	2	0	2	1	0	0	0	1
HP1BP3	9815	487	448	344	1021	717	972	489	807	401
EIF4G3	11885	812	721	555	479	1798	435	744	421	555
RNU7-200P	62	0	0	0	0	0	0	0	0	0
MIR1256	119	0	0	0	0	0	0	0	0	0
RPS15AP6	385	1	0	1	0	1	0	0	0	1
ENSG00000236073	115	0	1	0	0	0	0	0	0	0
HSPE1P27	296	1	0	0	0	2	0	0	0	0
ENSG00000287192	1111	4	0	1	1	2	0	1	0	4
ECE1	7308	230	216	137	89	394	126	199	96	191
ENSG00000236936	723	0	0	0	0	1	0	0	0	0
ECE1-AS1	2579	8	2	2	0	4	1	5	2	1
PPP1R11P1	376	0	0	0	0	0	0	0	0	0
PDE4DIPP10	649	0	0	0	0	0	0	0	0	0
ENSG00000236009	761	0	0	0	0	0	0	0	0	0
NBPF2P	661	1	1	1	1	1	0	1	1	1
HS6ST1P1	1234	0	0	0	0	0	0	0	0	0
CROCCP5	830	1	0	0	0	2	0	0	0	1
NBPF3	6812	95	95	69	66	129	50	72	42	52
PFN1P10	327	0	0	0	0	0	0	0	0	0
ALPL	2980	26	19	20	15	78	17	37	10	26
LINC02596	821	0	0	0	2	0	2	0	1	0
RAP1GAP	5743	46	42	36	23	63	37	34	42	32
USP48	9497	468	430	293	253	551	203	358	204	307
ENSG00000231978	307	0	0	0	0	0	0	0	0	0
LDLRAD2	4494	0	0	0	0	3	0	0	0	0
HSPG2	18118	52	47	36	0	110	2	42	0	37
ENSG00000232037	483	2	3	0	0	0	3	0	1	0
ENSG00000283234	1162	0	0	0	0	0	0	0	0	0
CELA3B	1540	0	0	0	0	0	1	0	0	0
ENSG00000285959	1611	0	0	1	0	0	0	0	0	0
RN7SL386P	297	0	0	0	0	0	0	0	0	0
RNU6-1022P	104	0	0	0	0	0	0	0	0	0
CELA3A	1226	0	3	0	0	0	1	1	0	1
RN7SL186P	297	0	0	0	0	0	0	0	0	0
RNU6-776P	104	0	0	0	0	0	0	0	0	0
LINC01635	1588	17	21	10	23	4	20	21	12	18
LINC00339	3764	26	16	14	16	25	24	8	8	11
CDC42	16278	1706	1892	702	1032	1509	1490	888	1105	726
CDC42-AS1	2574	6	2	3	0	4	0	3	1	0
ENSG00000285794	222	0	0	0	0	0	0	0	0	0
CDC42-IT1	692	2	3	1	0	5	0	1	0	0
MPHOSPH6P1	488	2	1	2	0	3	0	3	0	0
WNT4	4650	7	2	5	27	11	15	10	9	5
ENSG00000285873	811	4	2	0	2	4	0	2	1	1
MIR4418	62	0	0	0	0	0	0	0	0	0
PPIAP34	492	0	0	0	0	0	0	0	0	0
ENSG00000279625	1853	0	0	0	0	0	0	0	0	0
ZBTB40	9169	120	118	77	100	269	84	102	59	89
ZBTB40-IT1	273	1	0	0	0	1	0	0	0	1
EPHA8	5434	23	13	7	29	36	32	22	27	17
MIR6127	109	0	0	0	0	0	0	0	0	0
C1QA	1220	0	0	0	0	1	0	0	0	0
C1QC	1332	0	0	0	0	0	0	0	0	0
C1QB	1492	0	0	0	0	0	0	0	0	0
EPHB2	12516	130	112	85	105	209	124	116	96	95
MIR4684	82	0	0	0	0	0	0	0	0	0
ENSG00000225952	480	0	0	0	0	0	0	0	0	0
MIR4253	68	0	0	0	0	0	0	0	0	0
LACTBL1	1641	0	0	0	0	0	0	0	0	0
TEX46	794	20	16	6	29	10	18	14	29	6
KDM1A	18325	531	483	357	224	1105	259	433	174	343
ENSG00000240553	666	0	0	0	0	1	0	0	0	1
MIR3115	68	0	2	1	0	0	0	0	0	0
ENSG00000266802	77	0	2	0	0	0	0	0	0	0
LUZP1	9651	776	741	384	169	645	190	518	180	392
ENSG00000229010	818	0	0	1	0	0	0	0	0	1
RNU6-514P	107	0	0	0	0	0	0	0	0	1
RNU6-135P	101	0	0	0	0	0	0	0	0	0
ENSG00000289014	792	0	1	0	0	1	0	0	0	1
HTR1D	3319	6	1	1	2	4	2	3	2	2
ENSG00000215381	460	0	0	0	0	1	0	0	0	0
LINC01355	6182	14	16	20	0	60	1	26	0	19
ENSG00000284726	604	1	1	2	0	6	0	1	0	0
HNRNPR	8704	1556	1689	1005	636	2068	734	1225	599	884
ZNF436	4786	22	18	22	45	74	39	30	27	14
ZNF436-AS1	2891	92	66	37	17	82	23	62	26	44
ENSG00000271420	650	0	0	0	0	0	0	0	0	0
TCEA3	3675	32	24	12	42	23	32	18	32	13
ENSG00000232482	426	0	0	0	0	0	0	0	0	2
ASAP3	4988	100	121	86	53	207	50	73	27	86
E2F2	5462	199	165	108	95	250	114	144	87	110
ENSG00000235052	456	1	0	3	0	2	0	1	1	0
ID3	1496	191	224	130	406	658	790	214	528	185
ENSG00000285802	1322	0	0	0	1	0	0	0	0	0
MDS2	2203	0	1	0	1	0	1	1	2	3
ENSG00000229239	1186	0	0	0	0	0	0	0	0	0
RPL11	2659	41555	39858	18775	7926	10292	13921	20037	8922	16412
ELOA-AS1	3246	261	262	87	47	63	40	77	52	82
ELOA	5348	477	485	282	656	823	774	447	563	360
PITHD1	2173	284	288	187	93	327	121	156	116	143
LYPLA2	2021	145	112	82	67	353	105	151	114	125
GALE	3955	205	235	162	63	281	66	190	71	129
HMGCL	5628	301	284	176	635	524	676	282	548	218
FUCA1	2043	154	163	130	86	292	109	132	80	103
CNR2	5265	0	0	0	0	1	0	0	0	2
BTBD6P1	1267	0	0	0	0	0	0	0	0	0
ENSG00000232557	210	0	0	0	0	0	0	0	0	0
MIR378F	78	0	0	0	0	0	0	0	0	0
H3P1	368	0	1	1	0	0	0	0	0	0
PNRC2	2763	552	509	402	677	589	661	556	563	396
SRSF10	11860	5607	5122	4287	5538	2405	3540	4130	4758	2932
ENSG00000215905	328	18	18	14	3	7	2	18	0	5
ENSG00000225315	454	5	3	1	2	1	3	0	4	1
MYOM3	9214	1	0	1	2	4	1	1	0	2
MYOM3-AS1	461	0	0	0	0	0	0	0	0	0
IL22RA1	2817	0	1	0	0	7	3	1	0	0
IFNLR1	4940	44	36	23	70	69	82	48	61	49
GRHL3	4266	2	6	2	3	8	13	6	3	4
LINC02800	1849	1	1	0	2	5	5	2	3	0
GRHL3-AS1	856	4	5	1	1	1	10	3	3	2
STPG1	8511	208	185	116	131	218	168	145	163	112
NIPAL3	9396	170	155	103	211	320	188	154	151	109
ENSG00000288982	378	2	1	0	1	2	0	0	0	1
RCAN3AS	762	4	13	3	7	22	12	5	13	3
RCAN3	7138	107	123	78	131	147	165	77	129	65
NCMAP-DT	1445	4	2	0	1	0	0	0	0	0
NCMAP	4146	0	1	0	3	1	2	1	0	0
ENSG00000227312	348	0	0	0	0	0	0	0	0	0
SRRM1	7922	9601	8072	6513	1773	5246	1845	7615	1526	5148
ENSG00000284699	886	2	0	1	0	1	3	0	2	0
CLIC4	4467	432	483	354	408	557	459	342	342	244
RNU6-1208P	107	0	0	0	0	0	0	0	0	0
RUNX3	4922	23	21	9	61	76	65	24	51	31
MIR6731	72	0	0	0	0	0	0	0	0	0
RUNX3-AS1	820	0	0	0	0	0	0	1	0	0
ENSG00000261025	2443	0	0	0	1	0	0	0	0	1
MIR4425	84	0	0	0	0	0	0	0	0	0
LINC02793	1431	0	0	0	0	0	0	0	0	0
ENSG00000233755	863	0	0	0	4	0	0	1	5	1
IFITM3P7	402	0	0	0	0	0	0	0	0	0
ENSG00000231953	988	1	0	1	0	1	0	0	1	1
SYF2	3773	567	492	526	3617	775	3048	685	2732	397
ENSG00000284602	2190	29	22	15	47	14	42	21	32	21
ENSG00000284657	760	14	14	9	15	10	27	9	13	5
RSRP1	6730	455	489	289	206	595	226	444	202	354
ENSG00000272432	485	2	14	0	3	4	3	1	2	1
ENSG00000261349	459	0	0	0	0	0	0	0	0	0
RHD	3313	0	0	0	0	0	0	0	0	0
SDHDP6	480	0	0	0	0	0	1	0	0	0
ENSG00000259984	459	0	0	0	0	0	0	0	0	0
TMEM50A	3010	266	241	193	495	726	909	302	639	218
RHCE	2433	8	10	4	12	17	22	10	18	6
ENSG00000238084	478	1	1	0	0	1	0	1	0	1
MACO1	3979	131	115	83	227	218	230	101	172	58
LDLRAP1	5371	76	59	48	67	104	86	52	75	45
ENSG00000225643	483	4	5	5	12	4	11	3	10	4
MAN1C1	9702	5	5	5	16	19	3	4	4	9
ENSG00000233478	2224	3	7	3	0	13	2	3	0	1
SELENON	4403	134	109	88	71	398	96	149	35	135
ENSG00000255054	792	0	0	0	0	0	0	0	0	0
ENSG00000228172	2793	10	19	17	19	7	15	5	18	5
MTFR1L	5797	193	213	132	88	367	121	149	104	174
ENSG00000272478	222	0	0	0	0	0	0	0	0	0
AUNIP	2408	183	170	128	433	369	510	184	371	128
ENSG00000236528	1178	5	5	4	0	3	4	3	0	0
PAQR7	3244	59	58	33	49	36	39	48	29	33
STMN1	6247	3676	3408	1897	5241	3631	4499	2714	4527	2026
SNRPFP2	251	0	0	0	0	0	0	0	0	0
ENSG00000223624	140	0	0	0	0	1	0	0	0	1
MIR3917	93	0	0	0	0	0	0	0	0	0
PAFAH2	3795	33	30	17	30	74	31	34	18	20
RNU6-110P	104	0	0	0	0	0	0	0	0	0
ENSG00000252190	125	0	0	0	0	0	0	0	0	0
ENSG00000252691	84	0	0	0	0	0	0	0	0	0
EXTL1	4542	44	44	24	16	20	26	14	17	9
SLC30A2	3483	1	0	1	3	3	6	0	1	0
ENSG00000284309	941	0	0	0	0	0	1	0	0	0
TRIM63	2576	0	0	0	21	0	15	2	20	0
PDIK1L	4560	37	29	25	80	84	118	30	55	20
FAM110D	2799	41	23	12	39	18	35	34	45	13
C1orf232	1203	0	1	1	1	0	0	0	0	0
ZNF593OS	2073	255	215	105	137	25	103	113	123	114
ZNF593	732	0	0	0	0	0	0	0	0	0
CNKSR1	3960	5	7	3	7	12	8	5	6	9
CATSPER4	2030	0	1	1	2	2	0	2	0	2
ZPLD2P	3349	0	2	0	0	2	17	1	4	2
ENSG00000278572	899	0	0	1	0	0	0	1	0	0
CEP85	5145	375	298	343	334	448	282	353	293	230
ENSG00000270733	358	8	7	2	1	1	1	4	1	3
SH3BGRL3	876	2040	1888	1126	629	551	809	1656	632	1358
UBXN11	4691	204	243	119	34	310	61	120	38	85
CD52	934	7	10	6	225	4	128	14	220	13
CRYBG2	6895	73	85	20	25	37	23	27	27	18
ENSG00000225854	346	0	0	0	0	0	0	1	0	0
ZNF683	2379	0	0	0	0	0	0	0	0	0
LIN28A	3975	0	0	0	0	1	0	0	0	1
DHDDS	5608	253	247	141	285	201	233	130	219	121
ENSG00000223583	535	3	0	0	4	1	2	4	0	1
DHDDS-AS1	1261	2	5	1	1	5	1	0	2	4
HMGN2	3189	1457	1278	1126	4322	2609	5561	1696	3974	1133
DPPA2P2	897	0	0	2	0	0	0	1	0	0
RPS6KA1	5884	140	98	81	106	157	91	100	86	83
MIR1976	52	0	0	0	0	0	0	0	0	0
RN7SL679P	304	1	0	0	0	0	0	0	0	0
RNU7-29P	64	0	0	0	0	0	0	0	0	0
ENSG00000289452	204	0	1	2	0	2	1	0	2	0
ENSG00000229247	238	0	0	0	0	0	0	0	0	0
ENSG00000238316	104	0	0	0	0	0	0	0	0	0
ENSG00000235069	235	0	0	0	0	0	0	0	0	0
ENSG00000260063	2000	7	4	0	0	6	7	1	3	1
ARID1A	15939	242	238	204	219	873	272	271	184	242
PIGV	8084	71	81	52	19	92	44	81	31	51
RN7SL165P	291	0	0	0	0	1	0	0	0	0
ENSG00000287810	177	0	0	0	0	0	0	0	0	0
ZDHHC18	5460	64	68	57	57	169	97	93	71	53
SFN	1308	2	0	2	25	8	41	3	14	3
GPN2	4966	289	370	148	79	362	145	140	121	147
ENSG00000226698	306	0	0	0	0	0	0	0	0	0
ENSG00000289554	1127	5	5	1	0	5	1	1	0	3
GPATCH3	2226	112	95	64	50	126	63	74	82	69
NUDC	2848	5090	4568	3414	4666	3032	3381	3760	4337	3151
NR0B2	1165	2	0	0	1	1	0	0	0	0
KDF1	1855	0	1	0	2	0	0	0	0	1
RPL12P13	497	4	2	5	12	1	10	4	15	3
RPL32P6	397	0	0	1	0	0	0	0	0	0
OSTCP2	444	0	0	0	0	0	0	0	0	1
TRNP1	1979	29	28	15	26	26	56	9	22	5
TENT5B	2382	7	7	8	105	20	88	17	86	12
SLC9A1	6195	65	56	43	82	148	92	65	59	57
ENSG00000229985	527	0	0	0	0	0	0	0	0	0
CHCHD3P3	640	4	2	3	5	3	9	2	11	5
NPM1P39	867	22	25	18	11	14	4	23	9	10
SNRPEP7	220	0	0	0	0	0	0	0	0	0
ENSG00000224311	379	0	0	0	0	0	0	0	0	0
WDTC1	5911	40	44	28	40	172	45	57	45	34
ENSG00000243659	282	0	0	0	0	0	0	0	1	0
TMEM222	4476	280	317	198	81	472	74	178	73	165
RNU6-48P	107	3	0	0	0	4	0	0	0	1
ACTG1P20	468	3	11	11	10	22	5	5	7	5
SYTL1	5584	28	24	13	68	18	46	16	59	20
MAP3K6	5746	48	42	20	10	67	17	30	24	38
FCN3	2169	3	0	0	0	2	2	0	0	0
CD164L2	1994	0	0	0	0	0	0	0	0	0
ENSG00000231207	355	0	0	0	0	0	0	0	0	0
GPR3	2137	13	18	15	8	32	14	10	4	10
WASF2	5681	3163	2894	1716	571	2443	691	2184	591	1783
ENSG00000241169	428	0	0	0	0	0	0	0	0	0
ENSG00000237429	283	5	4	4	52	12	54	8	54	4
AHDC1	8297	25	33	19	27	124	33	36	20	28
FGR	3382	1	2	0	0	0	0	0	0	0
ENSG00000235912	192	8	4	10	16	1	14	9	16	5
LINC02574	1765	0	4	0	6	5	2	4	6	3
IFI6	936	136	174	51	56	75	107	81	63	63
ENSG00000225886	1651	2	4	1	0	1	0	1	0	0
RNU6-949P	107	0	0	0	0	0	0	0	0	0
CHMP1AP1	662	0	0	0	0	0	0	0	0	0
RNU6-424P	105	0	0	0	0	0	0	0	0	0
ENSG00000287244	935	2	5	6	0	1	0	5	0	4
FAM76A	4046	132	123	79	262	111	234	116	227	104
ENSG00000231344	349	0	1	1	0	3	3	0	2	1
RPEP3	676	2	0	0	0	2	0	0	0	0
STX12	3801	172	142	98	161	273	226	124	156	103
ENSG00000269971	184	0	1	0	0	0	3	1	0	0
ENSG00000270031	359	0	0	1	0	1	0	0	1	0
RNU6-1245P	106	0	0	0	0	0	0	0	0	0
ENSG00000286433	1471	0	1	0	1	1	0	0	0	0
PPP1R8	2815	220	270	126	485	306	503	188	421	182
SCARNA1	166	0	1	1	0	1	0	4	0	0
THEMIS2	4621	11	15	7	13	26	14	13	7	10
RPA2	1981	597	506	480	401	1101	501	504	329	330
SMPDL3B	2663	51	63	28	101	138	85	50	83	42
ENSG00000227050	491	0	0	0	0	0	2	0	1	0
XKR8	5180	35	47	21	24	62	53	31	42	38
EYA3	6424	236	242	178	84	367	101	184	92	116
ENSG00000238231	367	6	4	3	0	3	0	2	0	5
RN7SL559P	297	0	1	1	0	0	0	0	0	0
SPCS2P4	681	12	17	4	12	7	5	12	6	6
ENSG00000228943	235	0	0	0	0	0	0	0	0	0
ENSG00000289576	1142	0	0	0	0	0	0	0	0	0
ENSG00000214812	557	0	0	0	0	0	0	0	0	0
RNU6-176P	105	0	0	0	0	0	0	0	0	0
PTAFR	4208	1	0	0	6	20	3	6	7	9
DNAJC8	2892	3786	3490	2408	5819	1771	3872	3111	4611	2125
ATP5IF1	2225	12573	11703	10125	17604	2463	11549	12074	13706	8224
ENSG00000270605	1945	24	23	17	1	73	7	37	8	19
ENSG00000271398	425	4	3	1	0	1	1	1	0	2
SESN2	3462	178	175	119	423	367	362	237	299	179
MED18	2017	72	94	45	91	101	93	64	104	46
PHACTR4	7317	388	378	303	1105	686	949	397	841	285
ENSG00000229820	394	0	0	1	1	2	3	0	0	0
RNU6ATAC27P	119	3	3	0	0	0	0	3	0	2
RCC1	3888	333	291	264	158	704	238	330	173	277
SNHG3	4088	515	538	333	59	740	82	374	59	251
SNORA73A	206	0	0	0	0	0	0	0	0	0
SNORA73B	204	8	3	5	0	9	0	2	1	2
PRDX3P2	611	2	1	2	0	7	0	5	0	1
ENSG00000279443	2083	0	1	1	1	3	3	2	5	0
TRNAU1AP	4311	178	183	91	256	202	345	128	227	97
SNHG12	4266	1816	1732	795	387	320	437	612	373	498
SNORD99	74	8	14	4	0	13	0	6	0	6
SNORA61	130	0	0	0	0	0	0	0	0	0
SNORA44	132	0	0	0	0	0	0	0	0	0
SNORA16A	137	0	0	0	0	0	0	0	0	0
TAF12	8610	249	268	139	336	314	434	209	329	151
RAB42	2301	1	1	0	0	2	1	0	0	0
LINC01715	978	43	43	16	14	11	19	12	23	12
ENSG00000270103	131	0	0	0	0	0	0	0	0	0
RNU11	134	0	3	1	4	0	2	0	2	0
GMEB1	6413	157	140	106	290	351	303	150	228	118
ENSG00000252777	130	0	0	0	0	0	0	0	0	0
ENSG00000289291	1627	15	19	12	18	18	19	7	17	12
